run_id	completed_at_utc	stage	mode	slot_id	objective_id	status	candidate_ref	incumbent_run_id	manual_version	evaluator_version	research_dataset_id	validation_set_id	universe_id	chain_id	live_truth_source_id	primary_score	incumbent_score	delta_score	guardrail_pass	return_ann_pct	max_drawdown_pct	turnover_ann_pct	costs_total_bps	description	benchmark_id	constituent_count_avg	weight_max_pct	gross_exposure_avg_pct	net_exposure_avg_pct	leverage_avg	borrow_cost_bps	euler_market_set_id	euler_health_min
challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	2026-04-01T11:00:18.731Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	keep	basket-challenger:onboarding.alt_basket_2:starter-h6-p100-c1-cap17-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018730z-basket-starter-h6-p100-c4-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.487483	1.430037	0.057446	true	24.2007	7.3419	3.0728	11.9846	basket_policy_profile;profile_id=trim_holdings_lighter_cash;candidate_family_id=starter_breadth_trim_low_cash;candidate_family_class=starter_capital_mix;anchor_basket=us_tech_leaders;selection_universe=starter_only;top_n=6;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=1;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	6	17						
challenger_running-onboarding.alt_basket_2-20260401T110018733z-basket-starter-h7-p140-c4-cap17-a0-r275-v1	2026-04-01T11:00:18.733Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:starter-h7-p140-c4-cap17-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.37394	1.487483	-0.113543	true	23.1277	7.1674	3.1802	12.0222	basket_policy_profile;profile_id=higher_conviction;candidate_family_id=starter_conviction_up;candidate_family_class=starter_reshaping;anchor_basket=us_tech_leaders;selection_universe=starter_only;top_n=7;starter_bias_pct=0;weighting_curve=signal_score_power;weight_exponent=1.4;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=4;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	7	17						
challenger_running-onboarding.alt_basket_2-20260401T110018735z-basket-starter-h7-p100-c1-cap17-a0-r275-v1	2026-04-01T11:00:18.735Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:starter-h7-p100-c1-cap17-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.42435	1.487483	-0.063133	true	23.6919	7.31	3.1176	12.0003	basket_policy_profile;profile_id=lighter_cash;candidate_family_id=starter_low_cash;candidate_family_class=starter_capital_mix;anchor_basket=us_tech_leaders;selection_universe=starter_only;top_n=7;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=1;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	7	17						
challenger_running-onboarding.alt_basket_2-20260401T110018736z-basket-starter-h7-p100-c4-cap15-a0-r275-v1	2026-04-01T11:00:18.736Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:starter-h7-p100-c4-cap15-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.287365	1.487483	-0.200118	true	22.6757	7.2984	3.143	12.0092	basket_policy_profile;profile_id=tighter_cap;candidate_family_id=starter_tighter_cap;candidate_family_class=starter_risk_controls;anchor_basket=us_tech_leaders;selection_universe=starter_only;top_n=7;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=15;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=4;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	7	15						
challenger_running-onboarding.alt_basket_2-20260401T110018737z-basket-core-h7-p100-c4-cap17-a0-r275-v1	2026-04-01T11:00:18.737Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:core-h7-p100-c4-cap17-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.97073	1.487483	-0.516753	true	24.1374	11.3085	0	0	basket_policy_profile;profile_id=broader_core;candidate_family_id=core_entry;candidate_family_class=core_universe_expansion;anchor_basket=us_tech_leaders;selection_universe=core_universe;top_n=7;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=4;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	7	16.2133						
challenger_running-onboarding.alt_basket_2-20260401T110018738z-basket-core-h7-p100-c4-cap17-a12-r275-v1	2026-04-01T11:00:18.738Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:core-h7-p100-c4-cap17-a12-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.000567	1.487483	-0.486916	true	24.2722	11.106	0	0	basket_policy_profile;profile_id=broader_core_anchor_bias;candidate_family_id=core_entry_anchored;candidate_family_class=core_universe_expansion;anchor_basket=us_tech_leaders;selection_universe=core_universe;top_n=7;starter_bias_pct=12;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=4;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	7	16.7449						
challenger_running-onboarding.alt_basket_2-20260401T110018739z-basket-core-h6-p100-c4-cap17-a0-r275-v1	2026-04-01T11:00:18.739Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:core-h6-p100-c4-cap17-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.918194	1.487483	-0.569289	true	24.3009	12.1336	0	0	basket_policy_profile;profile_id=broader_core_focused;candidate_family_id=core_focus;candidate_family_class=core_universe_expansion;anchor_basket=us_tech_leaders;selection_universe=core_universe;top_n=6;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=4;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	6	17						
challenger_running-onboarding.alt_basket_2-20260401T110018739z-basket-core-h7-p100-c1-cap17-a0-r275-v1	2026-04-01T11:00:18.739Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:core-h7-p100-c1-cap17-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.011338	1.487483	-0.476145	true	24.8984	11.6069	0	0	basket_policy_profile;profile_id=broader_core_same_breadth_lighter_cash;candidate_family_id=core_low_cash;candidate_family_class=core_universe_capital_mix;anchor_basket=us_tech_leaders;selection_universe=core_universe;top_n=7;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=1;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	7	16.72						
challenger_running-onboarding.alt_basket_2-20260401T110018740z-basket-core-h7-p100-c1-cap17-a12-r275-v1	2026-04-01T11:00:18.740Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:core-h7-p100-c1-cap17-a12-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.040712	1.487483	-0.446771	true	24.9903	11.3676	0	0	basket_policy_profile;profile_id=broader_core_same_breadth_lighter_cash_anchor_bias;candidate_family_id=core_low_cash_anchored;candidate_family_class=core_universe_capital_mix;anchor_basket=us_tech_leaders;selection_universe=core_universe;top_n=7;starter_bias_pct=12;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=1;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	7	17						
challenger_running-onboarding.alt_basket_2-20260401T110018741z-basket-core-h6-p100-c1-cap17-a0-r275-v1	2026-04-01T11:00:18.741Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_2:core-h6-p100-c1-cap17-a0-r275:v1	challenger_running-onboarding.alt_basket_2-20260401T110018731z-basket-starter-h6-p100-c1-cap17-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.961136	1.487483	-0.526347	true	24.9936	12.3122	0	0	basket_policy_profile;profile_id=broader_core_focused_lighter_cash;candidate_family_id=core_focus_low_cash;candidate_family_class=core_universe_capital_mix;anchor_basket=us_tech_leaders;selection_universe=core_universe;top_n=6;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=1;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	6	17						
preview_stub-advanced.default_directional-20260401T110018855z-directional-preview-v1	2026-04-01T11:00:18.855Z	preview_stub	directional	advanced.default_directional	directional_calmar_after_cost_v1	preview_only	directional-preview:advanced.default_directional:SPYx:v2		strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0			true	0	0	0	0	Preview-only SPYx directional incumbent that stays blocked until exact live xStocks-on-Euler proof is verified.				60	60	1.35	540	euler.ethereum.placeholder_v1	1.857143
